ano_assinatura_contrato;numero_processo_formatado;numero_contrato;nome_empresarial_nome_fornecedor;numero_item_pedido;codigo_item_material_servico_numerico;item_material_servico;unnamed_7;unnamed_8;codigo_elemento_item_despesa;nome_elemento_item_despesa;quantidade_item_pedido;valor_unitario_referencia_item_processo;valor_total_referencia_item_processo;valor_total_homologado
2025;2301520 000031/2025;9481581;ALTA ENGENHARIA DE INFRAESTRUTURA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;29147315,1;29147315,1;21860486,4
2025;2301520 000031/2025;9481581;ALTA ENGENHARIA DE INFRAESTRUTURA LTDA;2;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;29147315,1;0,0;0,0
2025;2301520 000032/2025;9479677;CROS CONSTRUCOES S/A;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;65309420,72;65309420,72;57467603,75
2025;2301520 000038/2025;9492083;LCM CONSTRUCAO E COMERCIO S.A;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;74235570,89;74235570,89;59890000,0
2025;2301601 000002/2025;9470883;DYNATEST ENGENHARIA LTDA;1;10693;SERVICOS DE SUPERVISAO DE OBRAS DE ENGENHARIA.;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;34605227,68;34605227,68;25953920,64
2025;2301601 000003/2025;9470151;STRATA ENGENHARIA LTDA;1;46850;SERVICO GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS DEENGENHARIA;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;28087551,11;28087551,11;22458906,7
2025;2301601 000004/2024;9447985;HOUER ENGENHARIA LTDA;1;23159;SERVICOS ESPECIALIZADOS EM ESTUDO E SONDAGEM DE SOLOS;;;3981;SERVICO DE ELABORACAO DE ESTUDOS PREVIOS;1;6361273,94;6361273,94;2540551,02
2025;2301601 000005/2025;9478941;FUNDACAO CHRISTIANO OTTONI;1;26883;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA RODOVIARIA;;;3502;SERVICOS DE CONSULTORIA - PESSOA JURIDICA;1;2401689,3;2401689,3;2401689,3
2025;2301617 000002/2025;9461425;E+ ENGENHARIA E MEIO AMBIENTE LTDA;1;23167;SERVICOS TECNICOS  ESPECIALIZADOS  EM ELABORACAO DE PROJETOSEXECUTIVOS;;;3999;OUTROS SERVICOS PESSOA JURIDICA;1;31713,27;31713,27;31713,27
2025;2301617 000002/2025;9461425;E+ ENGENHARIA E MEIO AMBIENTE LTDA;1;23167;SERVICOS TECNICOS  ESPECIALIZADOS  EM ELABORACAO DE PROJETOSEXECUTIVOS;;;3999;OUTROS SERVICOS PESSOA JURIDICA;1;38863,58;38863,58;38863,58
2025;2301617 000004/2024;9447965;DIRECAO CONSULTORIA E ENGENHARIA LTDA;1;23167;SERVICOS TECNICOS  ESPECIALIZADOS  EM ELABORACAO DE PROJETOSEXECUTIVOS;;;3999;OUTROS SERVICOS PESSOA JURIDICA;1;965839,63;965839,63;924684,42
2025;2301617 000005/2024;9458828;DIRECAO CONSULTORIA E ENGENHARIA LTDA;1;23167;SERVICOS TECNICOS  ESPECIALIZADOS  EM ELABORACAO DE PROJETOSEXECUTIVOS;;;3999;OUTROS SERVICOS PESSOA JURIDICA;1;839153,24;839153,24;803371,39
2025;2301762 000001/2025;9471830;LOMAE MAQUINAS E EMPREENDIMENTOS LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;75462448,56;75462448,56;53573999,99
2025;2301762 000001/2025;9471832;PAVIDEZ ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;74549476,59;74549476,59;49093539,45
2025;2301762 000001/2025;9471834;LF ENGENHARIA RODOVIARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;71047185,15;71047185,15;50960749,38
2025;2301762 000001/2025;9471835;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;71318172,82;71318172,82;44573000,0
2025;2301762 000001/2025;9471879;MA ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;80365266,32;80365266,32;53241874,38
2025;2301762 000001/2025;9471880;AGR BOTELHO ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;76047809,47;76047809,47;51814575,44
2025;2301762 000001/2025;9471881;CONSTRUTORA CTC LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;76234321,51;76234321,51;53358800,0
2025;2301762 000001/2025;9473163;GUAXIMA ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;88896704,79;88896704,79;59299394,97
2025;2301762 000004/2025;9473312;MATRIX INFRAESTRUTURA LTDA - 'EM RECUPERACAO JUDICIAL';1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;8322333,63;8322333,63;7074995,71
2025;2301762 000005/2025;9474704;MATRIX INFRAESTRUTURA LTDA - 'EM RECUPERACAO JUDICIAL';1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;9663464,63;9663464,63;7710000,0
2025;2301762 000016/2025;9485592;HWN ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;13962359,26;13962359,26;10929975,56
2025;2301762 000017/2024;9447456;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;6557067,25;6557067,25;4917800,43
2025;2301762 000017/2025;9485591;HWN ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;8331047,13;8331047,13;6199729,76
2025;2301762 000018/2024;9454417;LCM CONSTRUCAO E COMERCIO S.A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;38329183,15;38329183,15;28746887,36
2025;2301762 000019/2024;9452477;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;52446095,99;52446095,99;39334571,99
2025;2301762 000020/2024;9459013;HWN ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;59309539,93;59309539,93;44482154,94
2025;2301762 000021/2024;9453530;PAVIDEZ ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;9479564,21;9479564,21;7109673,15
2025;2301762 000024/2025;9492723;HWN ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;60200606,24;60200606,24;41984578,11
2025;2301901 000001/2025;9481987;RAUTAKI TECNOLOGIA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;25269915,6;25269915,6;23434999,8
2025;2301901 000001/2025;9482014;SITRAN SINALIZACAO DE TRANSITO INDUSTRIAL LTDA;1;66419;SERVICO DE VIGILANCIA ELETRONICA DE TRANSITO E TRAFEGO E    TRATAMENTO DAS IMAGENS;;;3971;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;1;87218202,05;87218202,05;77898894,3
2025;2301901 000001/2025;9482017;GCT - GERENCIAMENTO E CONTROLE DE TRANSITO S/A;1;66419;SERVICO DE VIGILANCIA ELETRONICA DE TRANSITO E TRAFEGO E    TRATAMENTO DAS IMAGENS;;;3971;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;1;79690903,56;79690903,56;47349998,43
2025;2301901 000001/2025;9482032;TALENTECH - TECNOLOGIA LTDA;1;66419;SERVICO DE VIGILANCIA ELETRONICA DE TRANSITO E TRAFEGO E    TRATAMENTO DAS IMAGENS;;;3971;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;1;73884529,66;73884529,66;35989998,13
2025;2301901 000001/2025;9482046;ELISEU KOPP & CIA LTDA;1;66419;SERVICO DE VIGILANCIA ELETRONICA DE TRANSITO E TRAFEGO E    TRATAMENTO DAS IMAGENS;;;3971;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;1;75334510,38;75334510,38;45188997,86
2025;2301901 000001/2025;9482055;DATA TRAFFIC S/A;1;66419;SERVICO DE VIGILANCIA ELETRONICA DE TRANSITO E TRAFEGO E    TRATAMENTO DAS IMAGENS;;;3971;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;1;65055206,84;65055206,84;32097999,96
2025;2301931 000002/2025;9468567;SYSTRA ENGENHARIA E CONSULTORIA LTDA;1;26883;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA RODOVIARIA;;;3502;SERVICOS DE CONSULTORIA - PESSOA JURIDICA;1;12267717,16;12267717,16;9200787,87
2025;2301931 000002/2025;9468573;STRATA ENGENHARIA LTDA;1;26883;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA RODOVIARIA;;;3502;SERVICOS DE CONSULTORIA - PESSOA JURIDICA;1;12291296,66;12291296,66;9218472,49
2025;2301931 000002/2025;9468704;PLANEP PLANEJAMENTO ESTUDOS E PROJETOS LTDA;1;26883;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA RODOVIARIA;;;3502;SERVICOS DE CONSULTORIA - PESSOA JURIDICA;1;12197245,67;12197245,67;9147934,25
2025;2301931 000002/2025;9469794;RTA ENGENHEIROS CONSULTORES LTDA;1;26883;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA RODOVIARIA;;;3502;SERVICOS DE CONSULTORIA - PESSOA JURIDICA;1;12379211,81;12379211,81;9284408,86
2025;2301931 000002/2025;9470136;GEOSISTEMAS ENGENHARIA E PLANEJAMENTO LTDA;1;26883;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA RODOVIARIA;;;3502;SERVICOS DE CONSULTORIA - PESSOA JURIDICA;1;12547127,86;12547127,86;9410345,9
2026;1301606 000002/2025;9496643;PROCEC ENGENHARIA S.A;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;5887057,98;5887057,98;5658828,94
2026;1301606 000003/2025;9497471;CONSTRUTORA ITUSANE DE ITURAMA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;4383662,29;4383662,29;3700000,0
2026;2301520 000010/2026;9498942;HWN ENGENHARIA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;2962697,76;2962697,76;2962697,76
2026;2301520 000030/2025;9495596;S3 CONSTRUTORA LTDA - ME;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;15970367,44;15970367,44;12246077,75
2026;2301520 000034/2025;9493122;MAIA MELO ENGENHARIA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;7420078,73;7420078,73;6677404,33
2026;2301520 000035/2025;9492715;MAIA MELO ENGENHARIA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;3563439,0;3563439,0;3028048,96
2026;2301520 000036/2025;9493529;CONSTRUTORA CONTORNO LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;44004328,59;44004328,59;37600000,0
2026;2301520 000037/2025;9501601;S3 CONSTRUTORA LTDA - ME;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;3;11144418,23;11144418,22;9814000,0
2026;2301520 000044/2025;9505062;S3 CONSTRUTORA LTDA - ME;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;3965005,14;3965005,14;2961858,83
2026;2301617 000003/2025;9499286;STE SERVICOS TECNICOS DE ENGENHARIA SA;1;115827;SERVICOS TECNICOS EM AREA AMBIENTAL ;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;48044257,29;48044257,29;36033198,22
2026;2301762 000001/2025;9493180;CONSTRUTORA SAGENDRA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;99982008,22;99982008,22;64984305,34
2026;2301762 000022/2025;9493137;CONSTRUTORA ITAMARACA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;11437822,96;11437822,96;10619818,83
2026;2301762 000023/2025;9497685;LCM CONSTRUCAO E COMERCIO S.A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;19019690,63;19019690,63;14264750,82
2026;2301762 000025/2025;9493202;AGR BOTELHO ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;6305546,68;6305546,68;4557819,64
2026;2301762 000026/2025;9502116;PLANEP PLANEJAMENTO ESTUDOS E PROJETOS LTDA;1;8125;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA CIVIL;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;8281446,48;0,0;0,0
2026;2301762 000026/2025;9502116;PLANEP PLANEJAMENTO ESTUDOS E PROJETOS LTDA;1;8125;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA CIVIL;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;8281446,48;8281446,48;5342582,88
2026;2301762 000030/2025;9504058;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;28640371,76;28640371,76;19798000,0
2026;2301901 000001/2025;9493205;FOCALLE - ENGENHARIA VIARIA LTDA.;1;66419;SERVICO DE VIGILANCIA ELETRONICA DE TRANSITO E TRAFEGO E    TRATAMENTO DAS IMAGENS;;;3971;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;1;64031795,21;64031795,21;31699998,96
