contrato;contrato_siad;obra;municipio;portal_de_compras
DM-22.006/2019-B;9220725;Obra 1;Monte Alegre de Minas;2301762 000043/2017
DM-22.006/2019-B;9220725;Obra 1;Nova Ponte;2301762 000043/2017
DM-22.006/2019-B;9220725;Obra 1;Patrocínio;2301762 000043/2017
DM-22.006/2019-B;9220725;Obra 1;Prata;2301762 000043/2017
DM-22.006/2019-B;9220725;Obra 1;Serra do Salitre;2301762 000043/2017
DM-22.006/2019-B;9220725;Obra 1;Tupaciguara;2301762 000043/2017
DM-22.006/2019-B;9220725;Obra 1;Uberaba;2301762 000043/2017
DM-22.006/2019-B;9220725;Obra 1;Uberlândia;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Araguari;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Araporã;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Araxá;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Canápolis;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Centralina;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Ibiá;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Indianópolis;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Monte Alegre de Minas;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Nova Ponte;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Patrocínio;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Perdizes;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Prata;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Santa Juliana;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Serra do Salitre;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Tupaciguara;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Uberaba;2301762 000043/2017
DM-22.006/2019-C;9220725;Obra 1;Uberlândia;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Araguari;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Araporã;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Canápolis;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Centralina;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Ibiá;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Indianópolis;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Monte Alegre de Minas;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Nova Ponte;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Patrocínio;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Prata;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Serra do Salitre;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Tupaciguara;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Uberaba;2301762 000043/2017
DM-22.006/2019-D;9220725;Obra 1;Uberlândia;2301762 000043/2017
DM-22.006/2020;9245561;Obra 1;Acreuna;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Aimorés;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Alto Caparaó;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Alto Jequitibá;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Antônio Prado de Minas;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Barão de Monte Alto;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Caiana;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Caparaó;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Caputira;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Carangola;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Chalé;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Conceição de Ipanema;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Divino;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Durandé;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Espera Feliz;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Eugenópolis;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Faria Lemos;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Fervedouro;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Imbé de Minas;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Ipanema;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Lajinha;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Luisburgo;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Manhuaçu;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Manhumirim;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Martins Soares;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Matipó;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Miradouro;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Muriaé;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Mutum;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Orizânia;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Patrocínio do Muriaé;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Pedra Dourada;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Pocrane;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Reduto;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Santa Margarida;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Santana do Manhuaçu;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Simonésia;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;São Domingos do Prata;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;São Francisco do Glória;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;São José do Mantimento;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Taparuba;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Tombos;2301762 000046/2019
DM-22.006/2020;9245561;Obra 1;Vieiras;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Acreuna;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Aimorés;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Alto Caparaó;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Alto Jequitibá;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Antônio Prado de Minas;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Barão de Monte Alto;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Caiana;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Caparaó;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Caputira;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Carangola;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Chalé;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Conceição de Ipanema;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Divino;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Durandé;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Espera Feliz;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Eugenópolis;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Faria Lemos;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Fervedouro;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Imbé de Minas;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Ipanema;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Lajinha;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Luisburgo;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Manhuaçu;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Manhumirim;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Martins Soares;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Matipó;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Miradouro;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Muriaé;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Mutum;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Orizânia;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Patrocínio do Muriaé;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Pedra Dourada;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Pocrane;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Reduto;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Santa Margarida;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Santana do Manhuaçu;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Simonésia;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;São Domingos do Prata;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;São Francisco do Glória;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;São José do Mantimento;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Taparuba;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Tombos;2301762 000046/2019
DM-22.006/2020-A;9245561;Obra 1;Vieiras;2301762 000046/2019
DM-22.007/2020;9245548;Obra 1;Berizal;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Coronel Murta;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Curral de Dentro;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Fruta de Leite;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Indaiabira;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Josenópolis;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Montezuma;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Ninheira;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Novorizonte;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Padre Carvalho;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Rio Pardo de Minas;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Rubelita;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Salinas;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Santa Cruz de Salinas;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Santo Antônio do Retiro;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;São João do Paraíso;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Taiobeiras;2301762 000037/2019
DM-22.007/2020;9245548;Obra 1;Vargem Grande do Rio Pardo;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Berizal;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Coronel Murta;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Curral de Dentro;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Fruta de Leite;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Indaiabira;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Josenópolis;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Montezuma;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Ninheira;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Novorizonte;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Padre Carvalho;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Rio Pardo de Minas;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Rubelita;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Salinas;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Santa Cruz de Salinas;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Santo Antônio do Retiro;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;São João do Paraíso;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Taiobeiras;2301762 000037/2019
DM-22.007/2020-A;9245548;Obra 1;Vargem Grande do Rio Pardo;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Berizal;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Coronel Murta;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Curral de Dentro;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Fruta de Leite;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Indaiabira;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Josenópolis;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Montezuma;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Ninheira;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Novorizonte;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Padre Carvalho;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Rio Pardo de Minas;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Rubelita;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Salinas;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Santa Cruz de Salinas;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Santo Antônio do Retiro;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;São João do Paraíso;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Taiobeiras;2301762 000037/2019
DM-22.007/2020-B;9245548;Obra 1;Vargem Grande do Rio Pardo;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Berizal;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Coronel Murta;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Curral de Dentro;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Fruta de Leite;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Indaiabira;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Josenópolis;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Montezuma;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Ninheira;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Novorizonte;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Padre Carvalho;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Rio Pardo de Minas;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Rubelita;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Salinas;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Santa Cruz de Salinas;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Santo Antônio do Retiro;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;São João do Paraíso;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Taiobeiras;2301762 000037/2019
DM-22.007/2020-C;9245548;Obra 1;Vargem Grande do Rio Pardo;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Berizal;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Coronel Murta;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Curral de Dentro;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Fruta de Leite;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Indaiabira;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Josenópolis;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Montezuma;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Ninheira;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Novorizonte;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Padre Carvalho;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Rio Pardo de Minas;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Rubelita;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Salinas;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Santa Cruz de Salinas;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Santo Antônio do Retiro;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;São João do Paraíso;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Taiobeiras;2301762 000037/2019
DM-22.007/2020-D;9245548;Obra 1;Vargem Grande do Rio Pardo;2301762 000037/2019
DM-22.008/2020;9245549;Obra 1;Cabeceira Grande;2301762 000036/2019
DM-22.008/2020;9245549;Obra 1;Coromandel;2301762 000036/2019
DM-22.008/2020;9245549;Obra 1;Dom Bosco;2301762 000036/2019
DM-22.008/2020;9245549;Obra 1;Guarda-Mor;2301762 000036/2019
DM-22.008/2020;9245549;Obra 1;Paracatu;2301762 000036/2019
DM-22.008/2020;9245549;Obra 1;Unaí;2301762 000036/2019
DM-22.008/2020;9245549;Obra 1;Vazante;2301762 000036/2019
DM-22.008/2020-A;9245549;Obra 1;Cabeceira Grande;2301762 000036/2019
DM-22.008/2020-A;9245549;Obra 1;Coromandel;2301762 000036/2019
DM-22.008/2020-A;9245549;Obra 1;Dom Bosco;2301762 000036/2019
DM-22.008/2020-A;9245549;Obra 1;Guarda-Mor;2301762 000036/2019
DM-22.008/2020-A;9245549;Obra 1;Paracatu;2301762 000036/2019
DM-22.008/2020-A;9245549;Obra 1;Unaí;2301762 000036/2019
DM-22.008/2020-A;9245549;Obra 1;Vazante;2301762 000036/2019
DM-22.008/2020-B;9245549;Obra 1;Cabeceira Grande;2301762 000036/2019
DM-22.008/2020-B;9245549;Obra 1;Coromandel;2301762 000036/2019
DM-22.008/2020-B;9245549;Obra 1;Dom Bosco;2301762 000036/2019
DM-22.008/2020-B;9245549;Obra 1;Guarda-Mor;2301762 000036/2019
DM-22.008/2020-B;9245549;Obra 1;Paracatu;2301762 000036/2019
DM-22.008/2020-B;9245549;Obra 1;Unaí;2301762 000036/2019
DM-22.008/2020-B;9245549;Obra 1;Vazante;2301762 000036/2019
DM-22.008/2020-C;9245549;Obra 1;Cabeceira Grande;2301762 000036/2019
DM-22.008/2020-C;9245549;Obra 1;Coromandel;2301762 000036/2019
DM-22.008/2020-C;9245549;Obra 1;Dom Bosco;2301762 000036/2019
DM-22.008/2020-C;9245549;Obra 1;Guarda-Mor;2301762 000036/2019
DM-22.008/2020-C;9245549;Obra 1;Paracatu;2301762 000036/2019
DM-22.008/2020-C;9245549;Obra 1;Unaí;2301762 000036/2019
DM-22.008/2020-C;9245549;Obra 1;Vazante;2301762 000036/2019
DM-22.008/2020-D;9245549;Obra 1;Cabeceira Grande;2301762 000036/2019
DM-22.008/2020-D;9245549;Obra 1;Coromandel;2301762 000036/2019
DM-22.008/2020-D;9245549;Obra 1;Dom Bosco;2301762 000036/2019
DM-22.008/2020-D;9245549;Obra 1;Guarda-Mor;2301762 000036/2019
DM-22.008/2020-D;9245549;Obra 1;Paracatu;2301762 000036/2019
DM-22.008/2020-D;9245549;Obra 1;Unaí;2301762 000036/2019
DM-22.008/2020-D;9245549;Obra 1;Vazante;2301762 000036/2019
DM-22.009/2020;9245587;Obra 1;Abre Campo;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Acaiaca;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Amparo da Serra;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Araponga;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Barra Longa;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Cajuri;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Canaã;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Coimbra;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Diogo de Vasconcelos;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Dom Silvério;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Guaraciaba;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Guaraciaba;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Jequeri;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Mariana;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Matipó;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Oratórios;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Ouro Preto;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Paula Cândido;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Pedra Bonita;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Pedra do Anta;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Piedade de Ponte Nova;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Ponte Nova;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Porto Firme;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Raul Soares;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Rio Casca;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Rio Doce;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Santa Cruz do Escalvado;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Santo Antônio do Grama;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Sem-Peixe;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Sericita;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;São Miguel do Anta;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;São Pedro dos Ferros;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Teixeiras;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Urucânia;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Vermelho Novo;2301762 000042/2019
DM-22.009/2020;9245587;Obra 1;Viçosa;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Abre Campo;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Acaiaca;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Amparo da Serra;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Araponga;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Barra Longa;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Cajuri;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Canaã;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Coimbra;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Diogo de Vasconcelos;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Dom Silvério;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Guaraciaba;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Guaraciaba;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Jequeri;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Mariana;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Matipó;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Oratórios;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Ouro Preto;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Paula Cândido;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Pedra Bonita;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Pedra do Anta;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Piedade de Ponte Nova;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Ponte Nova;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Porto Firme;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Raul Soares;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Rio Casca;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Rio Doce;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Santa Cruz do Escalvado;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Santo Antônio do Grama;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Sem-Peixe;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Sericita;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;São Miguel do Anta;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;São Pedro dos Ferros;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Teixeiras;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Urucânia;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Vermelho Novo;2301762 000042/2019
DM-22.009/2020-A;9245587;Obra 1;Viçosa;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Abre Campo;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Acaiaca;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Amparo da Serra;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Araponga;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Barra Longa;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Cajuri;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Canaã;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Coimbra;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Diogo de Vasconcelos;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Dom Silvério;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Guaraciaba;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Guaraciaba;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Jequeri;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Mariana;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Matipó;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Oratórios;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Ouro Preto;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Paula Cândido;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Pedra Bonita;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Pedra do Anta;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Piedade de Ponte Nova;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Ponte Nova;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Porto Firme;2301762 000042/2019
DM-22.009/2020-B;9245587;Obra 1;Raul Soares;2301762 000042/2019
