contrato;contrato_siad;obra;municipio;portal_de_compras
PRC-22.023/2018-B;9195627;Obra 1;Itabirito;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Itaguara;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Jaboticatubas;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Jequitibá;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Juatuba;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Lagoa Santa;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Matozinhos;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Moeda;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Mário Campos;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Nova Lima;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Ouro Preto;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Pedro Leopoldo;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Piedade dos Gerais;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Prudente de Morais;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Raposos;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Ribeirão das Neves;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Rio Acima;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Rio Manso;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Sabará;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Santa Luzia;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Santana de Pirapama;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Santana do Riacho ;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Sarzedo;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Sete Lagoas;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;São José da Lapa;2301762 000006/2018
PRC-22.023/2018-B;9195627;Obra 1;Vespasiano;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Baldim;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Belo Horizonte;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Belo Vale;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Betim;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Bonfim;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Brumadinho;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Caeté;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Capim Branco;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Confins;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Congonhas;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Contagem;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Crucilândia;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Esmeraldas;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Funilândia;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Ibirité;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Itabirito;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Itaguara;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Jaboticatubas;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Jequitibá;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Juatuba;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Lagoa Santa;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Matozinhos;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Moeda;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Mário Campos;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Nova Lima;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Ouro Preto;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Pedro Leopoldo;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Piedade dos Gerais;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Prudente de Morais;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Raposos;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Ribeirão das Neves;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Rio Acima;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Rio Manso;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Sabará;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Santa Luzia;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Santana de Pirapama;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Santana do Riacho ;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Sarzedo;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Sete Lagoas;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;São José da Lapa;2301762 000006/2018
PRC-22.023/2018-C;9195627;Obra 1;Vespasiano;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Baldim;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Belo Horizonte;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Belo Vale;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Betim;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Bonfim;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Brumadinho;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Caeté;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Capim Branco;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Confins;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Congonhas;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Contagem;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Crucilândia;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Esmeraldas;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Funilândia;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Ibirité;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Itabirito;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Itaguara;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Jaboticatubas;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Jequitibá;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Juatuba;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Lagoa Santa;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Matozinhos;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Moeda;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Mário Campos;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Nova Lima;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Ouro Preto;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Pedro Leopoldo;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Piedade dos Gerais;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Prudente de Morais;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Raposos;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Ribeirão das Neves;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Rio Acima;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Rio Manso;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Sabará;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Santa Luzia;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Santana de Pirapama;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Santana do Riacho ;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Sarzedo;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Sete Lagoas;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;São José da Lapa;2301762 000006/2018
PRC-22.023/2018-D;9195627;Obra 1;Vespasiano;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Baldim;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Belo Horizonte;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Belo Vale;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Betim;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Bonfim;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Brumadinho;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Caeté;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Capim Branco;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Confins;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Congonhas;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Contagem;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Crucilândia;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Esmeraldas;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Funilândia;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Ibirité;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Itabirito;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Itaguara;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Jaboticatubas;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Jequitibá;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Juatuba;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Lagoa Santa;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Matozinhos;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Moeda;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Mário Campos;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Nova Lima;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Ouro Preto;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Pedro Leopoldo;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Piedade dos Gerais;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Prudente de Morais;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Raposos;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Ribeirão das Neves;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Rio Acima;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Rio Manso;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Sabará;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Santa Luzia;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Santana de Pirapama;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Santana do Riacho ;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Sarzedo;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Sete Lagoas;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;São José da Lapa;2301762 000006/2018
PRC-22.023/2018-E;9195627;Obra 1;Vespasiano;2301762 000006/2018
PRC-22.024/2013;5859;Obra 1;Barão de Cocais;2301520 000064/2012
PRC-22.024/2013;5859;Obra 1;Caeté;2301520 000064/2012
PRC-22.024/2013;5859;Obra 2;Barão de Cocais;2301520 000064/2012
PRC-22.024/2018-A;9195932;Obra 1;Alto Rio Doce;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Aracitaba;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Astolfo Dutra;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Brás Pires;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Cataguases;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Coimbra;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Descoberto;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Divinésia;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Dona Euzébia;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Dores do Turvo;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Ervália;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Guarani;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Guidoval;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Guiricema;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Itamarati de Minas;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Leopoldina;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Mercês;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Miraí;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Muriaé;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Oliveira Fortes;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Paiva;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Paula Cândido;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Piau;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Piranga;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Piraúba;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Presidente Bernardes;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Rio Novo;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Rio Pomba;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Rodeiro;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Rosário da Limeira;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Santa Bárbara do Tugúrio;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Santana de Cataguases;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Senador Firmino;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Senhora de Oliveira;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Silveirânia;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;São Geraldo;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;São João Nepomuceno;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;São Sebastião da Vargem Alegre;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Tabuleiro;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Tocantins;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Ubá;2301762 000002/2018
PRC-22.024/2018-A;9195932;Obra 1;Visconde do Rio Branco;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Alto Rio Doce;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Aracitaba;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Astolfo Dutra;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Brás Pires;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Cataguases;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Coimbra;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Descoberto;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Divinésia;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Dona Euzébia;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Dores do Turvo;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Ervália;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Guarani;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Guidoval;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Guiricema;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Itamarati de Minas;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Leopoldina;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Mercês;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Miraí;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Muriaé;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Oliveira Fortes;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Paiva;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Paula Cândido;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Piau;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Piranga;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Piraúba;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Presidente Bernardes;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Rio Novo;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Rio Pomba;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Rodeiro;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Rosário da Limeira;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Santa Bárbara do Tugúrio;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Santana de Cataguases;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Senador Firmino;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Senhora de Oliveira;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Silveirânia;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;São Geraldo;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;São João Nepomuceno;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;São Sebastião da Vargem Alegre;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Tabuleiro;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Tocantins;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Ubá;2301762 000002/2018
PRC-22.024/2018-B;9195932;Obra 1;Visconde do Rio Branco;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Alto Rio Doce;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Aracitaba;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Astolfo Dutra;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Brás Pires;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Cataguases;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Coimbra;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Descoberto;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Divinésia;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Dona Euzébia;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Dores do Turvo;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Ervália;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Guarani;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Guidoval;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Guiricema;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Itamarati de Minas;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Leopoldina;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Mercês;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Miraí;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Muriaé;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Oliveira Fortes;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Paiva;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Paula Cândido;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Piau;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Piranga;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Piraúba;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Presidente Bernardes;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Rio Novo;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Rio Pomba;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Rodeiro;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Rosário da Limeira;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Santa Bárbara do Tugúrio;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Santana de Cataguases;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Senador Firmino;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Senhora de Oliveira;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Silveirânia;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;São Geraldo;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;São João Nepomuceno;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;São Sebastião da Vargem Alegre;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Tabuleiro;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Tocantins;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Ubá;2301762 000002/2018
PRC-22.024/2018-C;9195932;Obra 1;Visconde do Rio Branco;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Alto Rio Doce;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Aracitaba;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Astolfo Dutra;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Brás Pires;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Cataguases;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Coimbra;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Descoberto;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Divinésia;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Dona Euzébia;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Dores do Turvo;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Ervália;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Guarani;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Guidoval;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Guiricema;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Itamarati de Minas;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Leopoldina;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Mercês;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Miraí;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Muriaé;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Oliveira Fortes;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Paiva;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Paula Cândido;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Piau;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Piranga;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Piraúba;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Presidente Bernardes;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Rio Novo;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Rio Pomba;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Rodeiro;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Rosário da Limeira;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Santa Bárbara do Tugúrio;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Santana de Cataguases;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Senador Firmino;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Senhora de Oliveira;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Silveirânia;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;São Geraldo;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;São João Nepomuceno;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;São Sebastião da Vargem Alegre;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Tabuleiro;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Tocantins;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Ubá;2301762 000002/2018
PRC-22.024/2018-D;9195932;Obra 1;Visconde do Rio Branco;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Alto Rio Doce;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Aracitaba;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Astolfo Dutra;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Brás Pires;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Cataguases;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Coimbra;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Descoberto;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Divinésia;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Dona Euzébia;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Dores do Turvo;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Ervália;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Guarani;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Guidoval;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Guiricema;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Itamarati de Minas;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Leopoldina;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Mercês;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Miraí;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Muriaé;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Oliveira Fortes;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Paiva;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Paula Cândido;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Piau;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Piranga;2301762 000002/2018
PRC-22.024/2018-E;9195932;Obra 1;Piraúba;2301762 000002/2018
